date,trainAccuracy,trainCoverage,trainReward,validationAccuracy,validationCoverage,validationReward,testAccuracy,testCoverage,testReward
2004-01-03 17:00:00,0.46629213483146065,0.5933333333333334,2612.5,0.6,0.75,1050.0,0.46153846153846156,0.65,-937.5
